,Unnamed: 0,id,compendiumUrl,numPages,curatorApiUrl,GENERIC,SAMPLEID,MISSION,STATION,LANDMARK,BAGNUMBER,ORIGINALWEIGHT,SAMPLETYPE,SAMPLESUBTYPE,PRISTINITY,PRISTINITYDATE,HASTHINSECTION,HASDISPLAYSAMPLE,DISPLAYSAMPLENUMBER,GENERICDESCRIPTION,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,S,sum,Sc ppm,Cr,Co,Cu,Zn,Ga,Ge ppb,As,Se,Rb,Sr,,Nb,Mo,Ru,Rh,Pd ppb,Ag ppb,Cd ppb,In ppb,Sn ppb,Sb ppb,Te ppb,Cs ppm,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W ppb,Re ppb,Os ppb,Ir ppb,Pt ppb,Au ppb,Th ppm,U ppm
20,20,12002,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12002.pdf,15,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12002,12002.0,,Apollo 12,,,,1530.0,Basalt,Olivine,49.042,"March, 11 2015 00:00:00",True,,,"C, medium-grained, few vesicles & vugs, ilmenite, chromite, ulvospinel, porphyritic olivine, radiate matrix",['43.56'],"['2.83', '2.6', '2.62', '2.5', '2.75']","['7.87', '8.92', '7.14', '7.49']","['21.66', '21.23', '22', '21.23', '20.58']","['0.283', '0.27', '0.28', '0.27']",['14.88'],['8.26'],"['0.21', '0.23', '0.2', '0.22', '0.21']","['0.057', '0.051']",['0.11'],['0.062'],[],"['45', '41.7', '45', '42.1', '43.9']","['6570', '6780', '5650', '5450']","['62', '58.7', '59.8', '58.3', '58.1']","['4.6', '5.9', '6.5', '5.3']","['1.5', '3.4', '2.9', '7.2']","['3.1', '2.9', '2.6']",[],[],[],"['1.04', '1.25']","['101', '86']",,['8.5'],[],[],[],[],[],[],[],[],[],[],[],"['67.2', '66', '66', '58', '65', '48']","['6.02', '5.8', '5.6', '5.1']","['17', '22', '21', '19']",[],['12.3'],"['4.24', '4.38', '5.5', '4.32']","['0.853', '0.91', '0.82', '0.86']",['5.65'],"['0.84', '0.93', '1.22', '0.79']","['6.34', '7.5', '10.6', '6']",[],['3.89'],[],"['3.36', '4.3', '7', '12.8', '5.9']","['1.11', '2.07', '0.86']","['2.9', '3.3', '3.1', '3.1']","['0.35', '0.37', '0.37']","['140', '290', '200']",[],[],[],[],[],"['0.6', '2.5', '9.3', '2.3']","['0.19', '2.1', '8.5', '1.7']"
21,21,12004,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12004.pdf,10,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12004,12004.0,,Apollo 12,,MIDDLE CRESCENT CRATER,,585.0,Basalt,Olivine,85.52799999999999,"January, 21 2015 00:00:00",True,,,"C, medium-grained, few vesicles & vugs, ilmenite, chromite, ulvospinel, silica, porphyritic olivine, radiate matrix","['45.24', '37']","['2.8', '3.4']","['8.51', '10.5']","['20.65', '23']","['0.28', '0.23']","['12.53', '15']","['8.99', '10']","['0.23', '0.48']","['0.07', '0.058', '0.058', '0.044', '0.0565']",['0.05'],['0.07'],[],['45'],"['4650', '5800']","['63', '50']",['22'],[],[],[],[],[],"['0.47', '1.34']","['95', '145', '87.4']",,[],[],[],[],[],[],[],[],[],[],[],[],"['73', '60', '51.8']",[],[],[],[],[],[],[],[],[],[],[],[],['6.2'],[],[],[],[],[],[],[],[],[],"['0.88', '0.92']","['0.25', '0.24']"
22,22,12005,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12005.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12005,12005.0,,Apollo 12,,,,482.0,Basalt,Ilmenite,88.305,"March, 11 2015 00:00:00",True,False,,"C, medium to coarse-grained, none to very few vesicles & vugs, pyroxene, enclosed embayed olivine, ilmenite, chromite, ulvospinel, variable, highest Mg/Fe",['41.56'],['2.76'],['5.3'],['22.27'],['0.3'],['19.97'],['6.31'],['0.16'],"['0.04', '0.033', '0.031']",['0.04'],['0.04'],[],['37.1'],,['71'],[],[],[],[],[],[],['0.501'],"['83', '78.2']",,['4.3'],[],[],[],[],[],[],[],[],[],[],[],"['35', '34.5']",['3.62'],"['10.2', '9.87']",[],"['8.38', '7.97']","['2.99', '3.07', '2.86']","['0.62', '0.687']",['4.23'],['0.77'],['5.25'],[],['3.1'],[],"['2.7', '2.69']","['0.41', '0.39', '0.28', '0.363']","['2.4', '2.4', '2.14']",[],[],[],[],[],[],[],['0.403'],['0.106']
23,23,12006,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12006.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12006,12006.0,,Apollo 12,,,,206.4,Basalt,Olivine,0.527,"November, 20 2014 00:00:00",True,True,"12006,1","C, medium-grained, few vugs, ilmenite, chromite, ulvospinel, subophitic, radiating feldspar laths",['44.23'],"['3.2', '2.59']","['10.6', '7.67']","['20.8', '20.94']","['0.258', '0.29']","['12.8', '14.67']","['9.8', '8.13']","['0.409', '0.2']","['0.075', '0.05']",['0.05'],['0.06'],[],"['47.2', '40.1']","['3890', '6250']","['45.2', '60']",[],[],[],[],[],[],[],"['104', '89']",,['6.4'],[],[],[],[],[],[],[],[],[],[],[],"['117', '56']",['9'],"['26.3', '15.7']",[],['19.6'],"['5.7', '3.77']","['1.42', '0.72']",[],"['1.35', '1.02']",['8.1'],[],[],[],"['4.1', '3.3']","['0.59', '0.47']","['3.8', '3']",['0.56'],[],[],[],[],[],[],['0.74'],[]
24,24,12007,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12007.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12007,12007.0,,Apollo 12,,,,65.2,Basalt,Pigeonite,72.719,"April, 16 2014 00:00:00",True,,,"C, medium-grained, few vugs, ilmenite, chromite, ulvospinel, silica, porphyritic pigeonite, ophitic to radiate matrix","['46.42', '48.03']","['3.9', '3.82']","['11.28', '12.13']","['19.05', '17.85']","['0.28', '0.22']","['5.86', '5.67']","['11.52', '12.07']","['0.32', '0.4']","['0.08', '0.04']","['0.1', '0.08']","['0.1', '0.12']",[],"['52.3', '56']","['1980', '2438']","['26', '31.6']",['18'],['26'],['3.65'],[],[],[],['1.75'],"['142', '135']",,"['10', '10']",['0.51'],[],[],[],[],[],[],[],[],[],['0.05'],"['91', '90']",['8.26'],"['23.6', '22.7']",['3.5'],['17'],"['6.4', '5.7']","['1.2', '1.21']",['7.8'],"['1.48', '1.35']",['8.87'],['1.86'],['5.44'],['0.72'],"['5.3', '4.75']","['0.77', '0.63']","['6.4', '4.24']",['0.54'],['140'],[],[],[],[],[],['1.2'],['0.31']
25,25,12008,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12008.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12008,12008.0,,Apollo 12,,,,58.4,Basalt,Ilmenite,57.711000000000006,"January, 13 2015 00:00:00",True,,,"C, fine-grained, no vesicles & vugs, ilmenite, chromite, ulvospinel, silica, olivine porphyritic, very fine-grained to glassy matrix","['42.75', '42.58']","['4.45', '4.82']","['7.98', '8.49']","['21.94', '22.4']","['0.3', '0.28']","['12.33', '11.99']","['8.97', '9.1']","['0.25', '0.24']","['0.05', '0.14', '0.054']","['0.07', '0.05']",['0.08'],[],"['52.4', '56']",['4200'],"['51', '60']",[],['1.04'],['3.2'],[],[],['0.139'],"['0.681', '0.62', '0.9']","['130', '133', '144']",,"['5.9', '6.7']",[],[],[],[],['1.17'],['1.3'],[],[],[],['50'],['0.028'],"['51', '49.6', '59']",['5.8'],"['16.9', '15.4']",[],['13.9'],"['3.35', '5.14']","['1.06', '1.17']",['7.39'],['1.39'],['8.88'],[],['5.27'],[],"['4.9', '4.55']","['0.71', '0.657']",['3.8'],[],['40'],[],[],['0.06'],[],['0.074'],[],[]
26,26,12009,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12009.pdf,7,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12009,12009.0,,Apollo 12,,,,468.2,Basalt,Olivine,88.431,"March, 04 2015 00:00:00",True,,,"C, fine-grained, 1 large vesicle, ilmenite, chromite, ulvospinel, vitrophyre, skeleton olivine phenocrysts in spherulite matrix","['41', '45.03']","['3.3', '2.9']","['11', '8.59']","['20', '21.03']","['0.19', '0.27', '0.28']","['12.5', '11.55']","['10', '9.42']","['0.51', '0.23']","['0.063', '0.047', '0.064']",['0.07'],['0.06'],[],"['42', '44']","['5200', '4390', '3790']","['46', '59', '49']",['14'],['4'],"['5', '2']",[],[],[],"['0.57', '1.09', '1.4', '1.03']","['110', '89.8', '75', '95.6']",,['6'],[],[],[],[],[],[],[],[],[],[],[],"['65', '76', '71', '60']","['6.1', '4']","['16.8', '10']",[],['16'],['4.53'],['0.94'],['5.2'],['1.11'],['7.13'],['1.4'],['3.6'],[],"['5.3', '3.74']",['0.55'],[],[],[],[],[],[],[],[],[],[]
27,27,12011,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12011.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12011,12011.0,,Apollo 12,,,,193.0,Basalt,Pigeonite,93.492,"January, 20 2015 00:00:00",True,,,"C, medium-grained, rare vugs, ilmenite, chromite, silica, olivine & pigeonite phenocrysts, fine-grained radiate groundmass","['46.63', '46.59', '46.6']","['3.29', '3.25', '3.29']","['9.77', '10.02', '9.77']","['19.53', '19.31', '19.5']","['0.29', '0.28', '0.29']","['8.26', '9.59', '8.26']","['10.63', '10.55', '10.6']","['0.25', '0.33', '0.25']","['0.06', '0.02', '0.065', '0.06']","['0.07', '0.03', '0.07']",['0.06'],[],['52.2'],"['4050', '2510']","['39', '47.7']",['14.9'],['13.2'],['4.2'],[],[],[],"['1.22', '1.327']","['113', '113', '117.9']",,['7.4'],[],[],[],[],['191'],[],[],[],[],[],['0.072'],"['71', '70', '79.1']",['7.77'],"['19.9', '18.5', '18.5']",['2.79'],"['14.1', '14.2']","['5', '4.78', '4.8']","['0.95', '1', '1.11']","['6.47', '5.22']","['1.06', '0.94']","['7.72', '5.87']",['1.32'],"['4.55', '3.73']",['0.51'],"['4.2', '3.93', '3.86']","['0.62', '0.548', '0.47']",['3.7'],[],[],[],[],[],[],[],['0.415'],['0.291']
28,28,12012,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12012.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12012,12012.0,,Apollo 12,,,,176.2,Basalt,Olivine,91.92200000000001,"April, 16 2014 00:00:00",True,,,"C, medium-grained, no vesicles & vugs, ilmenite, chromite, silica, olivine porphyritic, subophitic groundmass","['44.17', '35']","['2.7', '2.64', '3.1']","['8.1', '7.71', '11']","['21.4', '20.69', '23']","['0.262', '0.3', '0.17']","['16', '14.37', '17.5']","['8', '8.47', '9.3']","['0.207', '0.21', '0.53']","['0.052', '0.06', '0.055']",['0.09'],['0.07'],[],"['44', '41.9', '38']","['4260', '4780', '3900']","['57.7', '56', '48']",[],[],[],[],[],[],['0.64'],"['143', '89', '110']",,['6.6'],[],[],[],[],[],[],[],[],[],[],[],"['104', '56', '38']",['5.3'],"['15.3', '13.8']",[],['10.8'],"['3.6', '4.02']","['0.8', '0.76']",[],"['0.86', '1.17']",['4.9'],[],[],[],"['3', '3.4']","['0.46', '0.47']","['2.6', '3.4']",['0.37'],[],[],[],[],[],[],['0.67'],[]
29,29,12014,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12014.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12014,12014.0,,Apollo 12,,,,159.4,Basalt,Olivine,91.176,"September, 19 2014 00:00:00",True,,,"C, fine-grained, no vesicles & vugs, ilmenite, chromite, silica, olivine porphyritic, subophitic groundmass",['45.34'],['2.68'],['8'],['20.33'],['0.26'],['13.85'],['8.63'],['0.21'],"['0.06', '0.048']",['0.05'],['0.07'],[],['42.8'],,['54'],[],['1.2'],['2.9'],[],[],[],['0.926'],"['93', '90.4']",,['6.8'],[],[],[],[],[],['2'],['0.6'],[],[],[],[],"['53', '53.2']",[],"['14.7', '14.4']",[],['10.9'],"['4.14', '3.7']","['0.75', '0.795']",['4.97'],['1.01'],['5.92'],[],['3.56'],[],"['3.3', '3.1']","['0.53', '0.433']",['3.3'],[],[],[],[],['0.05'],[],[],[],[]
30,30,12015,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12015.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12015,12015.0,,Apollo 12,,MIDDLE CRESCENT CRATER,,191.2,Basalt,Olivine,93.524,"September, 25 2014 00:00:00",True,,,"C, fine-grained, 1 large vesicle, ilmenite, chromite, ulvospinel, vitrophyre with olivine phenocrysts","['44.98', '38', '47']","['2.9', '2.86', '3.2', '2.9']","['8.7', '8.57', '11', '9.26']","['20.5', '20.18', '22', '18.2']","['0.269', '0.29', '0.33', '0.27']","['12.3', '11.88', '14', '11.44']","['8.9', '9.21', '9.8', '10.02']","['0.239', '0.23', '0.37', '0.22']","['0.06', '0.06', '0.054', '0.062', '0.05']","['0.06', '0.06']","['0.07', '0.1']",[],"['48.4', '46.1', '44']","['4250', '4600', '3900']","['47.8', '51', '47']",[],[],[],[],[],[],"['1.05', '1']","['84', '94', '98.4', '115']",,['6.6'],[],[],[],[],[],[],[],[],[],[],[],"['65', '94', '60.1', '44']",['6.2'],"['16', '16.3', '16.1']",[],"['14.4', '12.2']","['4.3', '4.31', '4.14']","['0.98', '0.81', '0.869']",['5.6'],"['1.16', '1.05']","['7.4', '6.7']",[],['4.07'],[],"['3.6', '3.52']","['0.52', '0.53', '0.486']","['3.3', '3.5']",['0.38'],[],[],[],[],[],[],['0.74'],[]
31,31,12016,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12016.pdf,3,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12016,12016.0,,Apollo 12,,,,2028.0,Basalt,Ilmenite,100.07600000000001,"December, 03 2014 00:00:00",True,,,"C, medium-grained, few vesicles & vugs, olivine, ulvospinel, ilmenite, Fe metal, intersertal to subophitic, cryptocrystalline matrix",['42.78'],"['3.5', '4.02']","['8.2', '7.23']","['22.2', '22.64']","['0.252', '0.3']","['15.1', '12.65']","['8.2', '8.42']","['0.258', '0.22']","['0.049', '0.06', '0.053']",['0.08'],['0.08'],[],"['49', '49.4']","['3790', '3950']","['54.3', '54']",[],[],[],[],[],[],[],"['85', '126']",,['6.1'],[],[],[],[],[],[],[],[],[],[],[],['59'],['4.3'],"['12.7', '16.2']",[],['7'],"['4.1', '5.5']","['1.04', '1.06']",[],"['1.13', '1.42']",['5.5'],[],[],[],"['3.6', '5']","['0.53', '0.67']","['3', '6.3']",['0.26'],[],[],[],[],[],[],"['0.47', '0.57']",['0.157']
32,32,12017,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12017.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12017,12017.0,,Apollo 12,,,,53.0,Basalt,Pigeonite,62.445,"December, 03 2014 00:00:00",True,,,"C, medium-grained, no vesicles & vugs, ilmenite, chromite, ulvospinel, silica, pigeonite phenocrysts, radiate to subophitic groundmass",['47.27'],"['3.3', '3.37']","['9.6', '10.02']","['20.1', '19.72']","['0.271', '0.29']","['8.7', '7.63']","['10.1', '10.97']","['0.267', '0.27']","['0.071', '0.09', '0.068']",['0.09'],['0.03'],[],"['53.9', '52.8']","['3510', '3550']","['38.8', '32', '32', '44']",[],"['1.02', '3.3']","['2.9', '3.3']",[],[],"['0.156', '0.182']","['1.263', '1.06', '2.3']","['103', '118', '118']",,[],[],[],[],[],"['1.45', '2.81']","['1.1', '5.4']","['2', '5.1']",[],[],"['20', '70']","['0.045', '0.087']","['95', '75', '74.7']","['7', '7.3']","['23.4', '19.5']",[],"['13.2', '14.7']","['4.8', '5.1', '4.97']","['1', '1.05']",[],['1.24'],"['7.7', '7.92']",[],['4.7'],[],"['4.2', '4.4', '4.2']","['0.57', '0.66', '0.59']",['3.4'],['0.48'],[],[],[],"['0.2', '2.64']",[],"['0.072', '1.23']","['0.87', '1.02']",['0.28']
33,33,12018,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12018.pdf,9,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12018,12018.0,,Apollo 12,,,,787.0,Basalt,Olivine,57.045,"March, 04 2015 00:00:00",True,True,"12018,13","C, medium-grained, rare vugs, ilmenite, chromite, ulvospinel, silica, large olivine and pyroxene in radiate matrix","['43.89', '43.64', '45.14', '43.6']","['2.56', '2.42', '2.65', '2.6']","['8.2', '6.91', '7.97', '8.28']","['20.56', '20.61', '21.23', '20.6']","['0.25', '0.245', '0.256', '0.28']","['15.54', '14.41', '15.1']","['8.21', '7.27', '6.2', '8.54']","['0.2', '0.2', '0.19', '0.26']","['0.05', '0.049', '0.04']","['0.02', '0.07']",[],[],"['38.9', '41.7', '42']","['4516', '3690', '3730', '4600']","['51.6', '70']","['5.5', '8.1']",[],"['3.2', '5']",['100'],['0.01'],[],"['1.5', '1.2']","['96', '58']",,[],[],[],[],['3'],[],[],['1.9'],[],[],[],['0.09'],"['70', '84', '67']","['5.3', '5.68']","['14', '21']",['1.75'],"['14', '14.7']","['3.89', '3.8']","['0.797', '0.84']",['4.7'],"['1.13', '1']",['5.8'],['1.11'],['4.2'],[],"['3.5', '3.45', '5.4']",['0.4'],"['2.48', '3.4']","['0.48', '0.36']",['150'],[],[],['0.5'],[],['3.6'],"['1.12', '0.85']",['0.252']
34,34,12019,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12019.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12019,12019.0,,Apollo 12,,,,462.4,Basalt,Pigeonite,97.139,"December, 03 2014 00:00:00",True,,,"C, medium-grained, few vesicles, skeleton olivine, ilmenite, Cr-spinel, ulvospinel, Fe metal, abundant small pigeonite phenocrysts, radiate to subophitic groundmass",[],['3'],['9.6'],['20.61'],['0.252'],['9.2'],['9.1'],['0.253'],['0.053'],[],[],[],['53'],['3670'],['41.5'],[],[],[],[],[],[],[],['130'],,[],[],[],[],[],[],[],[],[],[],[],[],['71'],['6.7'],['18.1'],[],['12.9'],['4.6'],['1.01'],[],['1.2'],['7'],[],[],[],['4.5'],['0.54'],['3.2'],['0.56'],[],[],[],[],[],[],['0.79'],[]
35,35,12020,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12020.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12020,12020.0,,Apollo 12,,,,312.0,Basalt,Olivine,76.654,"September, 04 2014 00:00:00",True,,,"C, medium-grained, few vugs, ilmenite, Cr-spinel, ulvospinel, silica, rounded olivine, elongated pyroxenite, radiate groundmass","['44.45', '43.86', '44.6']","['2.54', '2.64', '2.56']","['7.99', '7.2', '8']","['20.65', '21.1', '20.7']","['0.26', '0.28', '0.27']","['14.89', '15.65', '14.4']","['8.53', '8.12', '8.53']","['0.21', '0.19', '0.17', '0.23']","['0.06', '0.056', '0.056', '0.046', '0.06']",['0.02'],[],[],"['45.4', '39']","['4653', '4560', '4330']","['61', '64']","['6.9', '9']",[],[],[],[],[],"['0.997', '0.997']","['93.6', '93.6']",,[],[],[],[],[],[],[],[],[],[],[],[],"['64.4', '64.4']",['4.82'],"['16.1', '16.1']",[],"['12', '12']","['4.5', '4.5', '3.4']","['0.839', '0.839', '0.82']","['5.43', '5.43']",['0.91'],"['6.13', '6.13', '5.68']",['1.07'],"['3.75', '3.75']",[],"['3.69', '3.28', '2.91', '5.1']",['0.42'],"['0.14', '3.8']",['0.45'],[],[],[],[],[],[],,[]
36,36,12021,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12021.pdf,12,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12021,12021.0,,Apollo 12,,,,1877.0,Basalt,Pigeonite,85.775,"July, 15 2014 00:00:00",True,,,"C, few vugs, radiate groundmass, plagioclase, ilmenite, ilmenite, olivine, silica, elongated pigeonite phenocrysts","['46.46', '46', '47']","['3.44', '3.5', '3.5', '3.84']","['10.55', '10', '10.5', '11.15']","['19.68', '19.2', '19.2', '20.07']","['0.26', '0.25', '0.25', '0.28']","['7.6', '7.29']","['11.37', '9.9', '10.5', '12.7']","['0.35', '0.26', '0.27', '0.28']","['0.07', '0.06', '0.07']",['0.01'],[],[],"['51', '48.3', '45']","['2737', '2060', '1870', '2500']","['29.6', '27.7', '37']",['9.7'],['4.2'],['3.4'],[],[],[],[],[],,[],[],[],[],[],[],[],[],[],['32'],[],[],"['120', '130', '72']","['7.29', '7.46', '7.2']","['19', '20', '27']",[],"['13', '16', '16']","['5.43', '5.68', '6']","['1.12', '1.24', '1.1']",['8'],"['1.41', '1.38', '1.4']",[],"['1.7', '1.8', '2.1']",[],['0.53'],"['4.81', '4.77', '5.3']","['0.68', '0.69', '0.72']","['4.03', '4.09', '4.6']","['0.4', '0.41', '0.7']",['150'],[],[],[],[],[],"['1.7', '1.5', '0.98', '1.1']",['0.26']
37,37,12022,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12022.pdf,11,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12022,12022.0,,Apollo 12,,,,1864.0,Basalt,Ilmenite,79.757,"January, 14 2015 00:00:00",True,True,"12022,92","C, medium-grained, few vugs, ilmenite, silica, porphyritic, olivine and pyroxene phenocrysts, radiate groundmass","['42.33', '36']","['4.54', '5.1']","['9.12', '11']","['22.06', '22']","['0.26', '0.17']","['11.58', '13']","['9.37', '11']","['0.29', '0.36', '0.24']","['0.07', '0.068', '0.065', '0.065', '0.051']",['0.02'],[],[],['52'],"['3831', '2650']",['36'],[],[],[],[],[],[],"['0.17', '0.738', '0.738', '0.819']","['160', '143', '143', '138']",,[],[],[],[],[],[],[],[],[],[],[],[],"['38', '59.5', '148']",[],"['17.4', '17.4']",[],"['14.4', '14.4']","['5.38', '5.38']","['1.26', '1.26']","['7.71', '7.71']",[],"['9.37', '9.37']",[],"['5.42', '5.42']",[],"['5.69', '5.06']",[],['0.18'],[],[],[],[],[],[],[],[],[]
38,38,12031,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12031.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12031,12031.0,,Apollo 12,,HEAD CRATER,Bag 3-D ,185.0,Basalt,Pigeonite,97.177,"September, 19 2014 00:00:00",True,,,"C, medium-grained, few vugs, ilmenite, tridymite, pyroxferroite, pyroxene-feldspar intergrowths, dendritic ilmenite",['46.97'],['2.88'],['12.63'],['16.78'],['0.26'],['7.13'],['12.25'],['0.33'],"['0.05', '0.05', '0.0554']",['0.05'],['0.05'],[],"['48.9', '49.5']","['2460', '1934']","['26', '28']",['14'],['16.9'],['3.43'],[],[],[],"['0.797', '0.966', '1.09']","['136', '153', '128', '127']",,['6.5'],[],[],[],[],[],[],[],[],[],[],['0.05'],"['60', '49.6', '59.8', '58.5']","['5.01', '5.22']","['15.6', '13.5', '15.5', '15.6']",['2.4'],"['10.5', '11.9', '11.4']","['4.23', '3.62', '4.07', '3.93']","['1', '1.14', '1.03', '1.04']","['4.96', '5.53', '5.4']","['1.19', '0.94']","['6.22', '6.72', '6.35']",['1.33'],"['3.77', '3.96', '3.88']",['0.53'],"['3.7', '3.35', '3.45', '3.48']","['0.55', '0.486', '0.493', '0.48']","['3.3', '2.87']",['0.39'],['110'],[],[],[],[],[],['0.82'],['0.22']
39,39,12035,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12035.pdf,7,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12035,12035.0,,Apollo 12,,BENCH CRATER,Bag 7-D ,71.0,Basalt,Olivine,48.544,"May, 27 2014 00:00:00",True,,,"C, medium to coarse-grained, many vugs, Cr-spinel, ilmenite, large olivine and pyroxene with poikilitic  plagioclase",[],[],[],[],['0.27'],[],[],[],"['0.044', '0.044', '0.044']",[],[],[],['42'],['4540'],"['71', '52']","['6.5', '2']",[],"['4.2', '1.8']",[],[],[],"['0.682', '0.689', '0.689', '1.2']","['84.3', '84.3', '65']",,[],[],[],[],[],[],[],[],[],[],[],[],"['47.2', '47.2', '47.2', '51', '45']","['3.87', '3.87']","['11.5', '11.5', '11.5']",[],"['8.91', '8.91', '8.91']","['3.22', '3.22', '3.22']","['0.751', '0.751', '0.751']","['4.32', '4.3', '4.3']",[],"['5.07', '5.07', '5.09']",[],"['3.09', '3.09', '3.09']",[],"['3.04', '3.04', '2.71', '4.7']","['0.423', '0.423', '0.423']",['0.15'],[],[],[],[],[],[],[],[],[]
40,40,12036,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12036.pdf,4,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12036,12036.0,,Apollo 12,,BENCH CRATER,Bag 8-D ,75.0,Basalt,Olivine,73.007,"September, 04 2014 00:00:00",True,,,"C, medium to coarse-grained, many vugs, high K, glass intersitital, K-spar, large olivine and pyroxene with poikilitic  plagioclase, very much like 12035",['43.11'],['3.2'],['6.16'],['21.82'],['0.3'],['16.71'],['7.46'],['0.18'],"['0.06', '0.061']",['0.02'],['0.07'],[],['42.6'],,['63'],[],[],[],[],[],[],['1.08'],"['91', '94.5']",,['6.6'],[],[],[],[],[],[],[],[],[],[],[],"['56', '56.3']",['5.03'],"['14', '14']",[],['11.1'],"['4.03', '3.89']","['0.75', '0.861']",['5.5'],['0.95'],['6.36'],[],['3.76'],[],"['3.5', '3.22']","['0.51', '0.469']",['4.7'],[],[],[],[],[],[],[],[],[]
41,41,12038,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/12038.pdf,14,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/12038,12038.0,,Apollo 12,,BENCH CRATER,Bag 9-D ,746.0,Basalt,Feldspathic,80.5,"October, 15 2014 00:00:00",True,,,"C, medium-grained, many vugs, ilmenite, sris, chromite, Fe metal, fayalite, K-feldspar, intersertal to subophitic","['49', '47.05', '47.1', '46.56']","['3.2', '3.33', '3.17', '3.31']","['12', '12.12', '12.8', '12.53']","['17', '17.91', '17.4', '17.99']","['0.26', '0.24', '0.24', '0.27']","['6.5', '7.09', '6.8', '6.71']","['11', '11.46', '11.4', '11.62']","['0.6', '0.64', '0.64', '0.66']","['0.057', '0.07', '0.07', '0.073']","['0.02', '0.14']",['0.06'],[],"['55', '50']","['2200', '2326', '2210', '1840']","['23', '34', '25']","['10', '8']",['3'],['3.8'],[],[],[],"['0.7', '0.48', '0.6']","['230', '158', '185.8', '186']",,['7'],[],[],[],[],[],[],[],[],[],[],[],"['230', '142', '120']",['10'],['25'],[],[],[],[],[],[],[],[],[],[],['6.3'],[],[],[],[],[],[],[],[],[],[],[]
