,Unnamed: 0,id,compendiumUrl,numPages,curatorApiUrl,GENERIC,SAMPLEID,MISSION,STATION,LANDMARK,BAGNUMBER,ORIGINALWEIGHT,SAMPLETYPE,SAMPLESUBTYPE,PRISTINITY,PRISTINITYDATE,HASTHINSECTION,HASDISPLAYSAMPLE,DISPLAYSAMPLENUMBER,GENERICDESCRIPTION,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,S,sum,Sc ppm,Cr,Co,Cu,Zn,Ga,Ge ppb,As,Se,Rb,Sr,,Nb,Mo,Ru,Rh,Pd ppb,Ag ppb,Cd ppb,In ppb,Sn ppb,Sb ppb,Te ppb,Cs ppm,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W ppb,Re ppb,Os ppb,Ir ppb,Pt ppb,Au ppb,Th ppm,U ppm
792,793,15030,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15030.pdf,12,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15030,15030.0,,Apollo 15,8,ALSEP,SCB 6 252,75.3,Soil,Unsieved,99.865,"February, 20 2014 00:00:00",False,,,"Fines, Unsieved",[],"['1.7', '1.7']","['14.1', '14.1']","['15.9', '15']","['0.19', '0.187']","['12', '12']","['9.6', '10.2']","['0.41', '0.446']","['0.23', '0.22', '0.214']",[],[],[],"['31.6', '28', '14']","['2840', '2662', '2600']","['46.4', '42', '44']",['8'],[],['4.4'],[],[],[],['5.9'],['115'],,['33'],[],[],[],[],[],[],[],[],[],[],"['0.27', '0.21']","['271', '270', '390']","['26.4', '27', '33']","['70', '75', '85']",['12.7'],"['41', '52']","['12.6', '12.9', '15.1']","['1.36', '1.3', '1.8']",['17'],"['2.49', '2.4', '2.78']",['17.4'],['4.11'],['11.6'],['1.8'],"['8.8', '8.7', '10.9']","['1.32', '1.3', '1.7']","['11.8', '9.5', '10.5']","['1.24', '1.1']",[],[],[],['4.9'],[],['4'],"['4.8', '4.8', '4.8', '4.85', '4.74']","['1.1', '1.6', '1.2', '1.25', '1.33']"
793,794,15040,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15040.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15040,15040.0,,Apollo 15,8,ALSEP,SCB 6 253,113.4,Soil,Unsieved,99.84299999999999,"February, 20 2014 00:00:00",False,,,"Fines, Unsieved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,795,15071,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15071.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15071,15071.0,97.0,Apollo 15,1,ELBOW CRATER,SCB 1 157,100.7,Soil,<1 mm,48.018,"December, 03 2014 00:00:00",True,,,,['46.95'],"['1.6', '1.63', '1.6']","['12.7', '12.3', '12.7']","['16.29', '16.6', '16.8']",['0.22'],"['10.75', '10.8']","['10.49', '9.8']","['0.33', '0.33', '0.35']",['0.092'],['0.13'],['0.07'],[],"['35', '35.6']","['3181', '3100', '3330']","['46', '46', '46.7']",[],['10'],[],['269'],[],['162'],['3.2'],['100'],,[],[],[],[],[],['6.5'],['22'],['3.4'],[],['2.7'],['7'],"['0.125', '0.13']",['149'],"['17', '13.6']","['52', '37']",[],['21'],"['7.3', '6.82']","['1.2', '1.095']",[],"['1.1', '1.42']",[],[],[],[],"['5.5', '5']","['0.84', '0.75']","['5.4', '5.6']","['1.1', '0.65']",[],['0.71'],[],"['5.6', '6.4']",[],"['1.99', '1.5']","['5.7', '1.8']",['0.52']
795,796,15081,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15081.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15081,15081.0,101.0,Apollo 15,1,ELBOW CRATER,SCB 1 158,106.9,Soil,<1 mm,77.934,"January, 05 2015 00:00:00",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,797,15091,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15091.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15091,15091.0,107.0,Apollo 15,2,ST. GEORGE CRATER,SCB 1 159,162.9,Soil,<1 mm,88.06,"December, 22 2014 00:00:00",True,,,,"['46.47', '46.9']","['1.08', '1.31', '1']","['16.6', '17.47', '17.6']","['11.7', '11.57', '11.75']","['0.17', '0.15']","['10.5', '10.4']","['11.77', '11']","['0.41', '0.41', '0.43']","['0.126', '0.18', '0.17']",['0.16'],[],[],"['23', '21', '21']","['2100', '2120']","['38', '39', '40']",['7.9'],"['15.2', '16']","['4.1', '3']",['410'],[],[],['5.4'],['155'],,['18'],[],[],[],[],[],['42'],['10.7'],[],[],[],[],"['240', '295']","['21.5', '32', '22']","['56', '50']",[],"['30', '33']","['9.8', '9.4']","['1.34', '1.29']",[],"['1.8', '2']",['13.6'],[],[],[],"['6.7', '7.7', '6.8']","['1.05', '0.9']","['7.1', '6.9']","['1.3', '0.95']",[],[],[],['8.2'],[],['2.7'],['5.8'],[]
797,798,15100,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15100.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15100,15100.0,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 187,281.0,Soil,Unsieved,90.488,"March, 30 2012 00:00:00",False,,,"Fines, Unsieved","['45.95', '46.29', '45.97']","['1.27', '1.31', '1.27', '1.26']","['17.38', '17.7', '17.58']","['11.65', '11.53', '11.54']","['0.16', '0.16', '0.16']","['10.36', '10.55', '10.32', '10.2']","['11.52', '11.54', '11', '11.71', '11.8']","['0.39', '0.41', '0.46', '0.37', '0.42']","['0.17', '0.19', '0.17', '0.165', '0.17']","['0.13', '0.16', '0.158']","['0.06', '0.085']",[],['21'],"['1505', '3065', '2258']",['44'],['9.4'],['16'],['3.4'],[],[],[],"['4.9', '5.6', '4.52', '4.6']","['149', '170', '146', '135']",,"['19', '12']",[],[],[],[],[],[],[],[],[],[],['0.2'],"['350', '203', '216']","['28', '19', '21', '19']","['51.8', '55.1']",[],"['32.1', '34.37']","['9.3', '9.91']","['1.33', '1.19']","['11.2', '11.74']",[],"['12.1', '12.87']",[],"['7.2', '7.87']",[],"['9.4', '6.32', '6.88']","['0.989', '1.02']",['9.6'],[],[],[],[],[],[],[],['3.3'],"['0.99', '0.91']"
798,799,15201,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15201.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15201,15201.0,,Apollo 15,2,ST. GEORGE CRATER,SCB 1 160,18.3,Soil,<1 mm,88.765,"November, 13 2013 00:00:00",False,,,"Fines, < 1mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,800,15211,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15211.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15211,15211.0,129.0,Apollo 15,2,ST. GEORGE CRATER,SCB 1 180,163.5,Soil,<1 mm,88.27799999999999,"December, 03 2014 00:00:00",True,,,,[],['1.3'],['17.1'],['11.5'],['0.16'],['10.7'],['10.7'],['0.42'],[],[],[],[],['22.1'],,['37.7'],[],[],[],[],[],[],[],['140'],,[],[],[],[],[],[],[],[],[],[],[],['0.24'],['218'],['20.4'],['53'],[],['30'],['0.48'],['1.27'],[],['1.78'],[],[],[],[],['6.6'],['0.99'],['7.6'],['0.9'],[],[],[],['7.6'],[],['2.2'],['4.3'],['0.86']
800,801,15221,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15221.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15221,15221.0,132.0,Apollo 15,2,ST. GEORGE CRATER,SCB 1 181,290.0,Soil,<1 mm,87.993,"December, 03 2014 00:00:00",True,,,,"['46', '46.56']","['1.1', '1.43', '1.27']","['18', '17', '17.54']","['11.3', '11.7', '11.32']","['0.15', '0.15']","['10.7', '10.69']","['12.3', '11.87']","['0.43', '0.41', '0.45']","['0.16', '0.14', '0.19', '0.18']",['0.16'],[],[],"['21.2', '23', '20']","['2224', '2130']","['41', '38', '44']",['8.5'],['17'],['3.4'],[],[],[],['4.9'],"['120', '160']",,['18'],[],[],[],[],[],[],[],[],[],[],[],"['240', '240', '300']","['20.5', '23.5', '24']","['54', '56']",[],"['36', '37']","['9.7', '8.8']","['1.3', '1.36']",[],"['2', '1.8']",['12'],['2.9'],[],['1.1'],"['6.9', '6.6', '7.2']","['0.97', '0.98']","['6.7', '6.9']","['0.93', '1.1']",[],[],[],[],[],[],"['3', '6.5', '3.57']",['0.97']
801,802,15231,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15231.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15231,15231.0,134.0,Apollo 15,2,ST. GEORGE CRATER,SCB 1 182,233.9,Soil,<1 mm,88.50299999999999,"December, 03 2014 00:00:00",True,,,,"['46.4', '47']","['1.35', '1.38', '1']","['17.14', '17.2', '17.9']","['11.53', '11.7', '11.6']","['0.16', '0.14']","['10.47', '10.6']","['11.88', '11.2']","['0.41', '0.37', '0.42']","['0.19', '0.17']",['0.15'],[],[],"['22', '22', '21']","['1574', '2150', '2110']","['42', '38']",['7.8'],"['18', '15']","['2.9', '4']",['460'],[],[],['5'],['155'],,['12'],[],[],[],[],[],['40'],['11'],[],[],[],[],['290'],"['28', '23.6', '22.9']",['57'],[],['34'],"['9.7', '9.9']","['1.36', '1.33']",[],"['1.8', '2']",['13.4'],['3.3'],[],[],"['6.8', '6.7', '6.8']","['1.05', '0.95']","['7.4', '7']","['1.3', '0.91']",[],[],[],['11'],[],[],['6.7'],[]
802,803,15241,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15241.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15241,15241.0,136.0,Apollo 15,6,APENNINE FRONT,SCB 3 163,197.4,Soil,<1 mm,97.06700000000001,"November, 13 2013 00:00:00",True,,,,['46.7'],"['1.55', '1.55', '1.23']","['16.5', '16.5', '15.8']","['12', '12.4', '12']","['0.16', '0.17']","['10.4', '10.4', '9.9']","['11', '11.3', '9.8']","['0.48', '0.46', '0.46']",['0.2'],['0.22'],['0.074'],[],"['24.7', '25.4', '21.9']","['2335', '2410', '2250']","['39.6', '38.8', '38.8']",[],[],['4.3'],[],[],[],['6.3'],"['140', '155', '115']",,['25'],[],[],[],[],[],[],[],[],[],[],"['0.23', '0.27']","['274', '262', '210']","['27.2', '25.5', '25']","['71.8', '67']",[],"['45', '38']","['11.65', '12.2', '12.1']","['1.43', '1.41', '1.8']",['12.6'],"['2.43', '2.38', '2.71']","['15.6', '10']",['3.56'],[],['1.61'],"['9.23', '8.1', '10.7']","['1.26', '1.23']","['9.34', '9.6', '10.5']","['1.25', '1.16', '1.25']",[],[],[],"['10', '8.1']",[],"['8', '2.7']","['3.84', '4.2', '3.98']","['0.96', '1.02', '1.02']"
803,804,15251,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15251.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15251,15251.0,139.0,Apollo 15,6,APENNINE FRONT,SCB 3 164,380.9,Soil,<1 mm,96.11,"December, 22 2014 00:00:00",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,805,15261,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15261.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15261,15261.0,146.0,Apollo 15,6,APENNINE FRONT,SCB 3 166,416.6,Soil,<1 mm,89.671,"April, 22 2014 00:00:00",True,,,,['46.35'],"['1.5', '1.5', '1.4']","['16.4', '16.4', '16.1']","['12.3', '12.28', '12.1']","['0.16', '0.159', '0.16']","['10.7', '10.71']","['11', '11.15', '11.89']","['0.44', '0.39', '0.44']",['0.19'],['0.219'],['0.084'],[],"['23.8', '23.3']","['2260', '2347', '2450']","['40.9', '42', '44.6']","['11', '7']","['26', '19']",['4.5'],[],['0.16'],"['0.37', '0.38']","['3.5', '6', '6.9']","['150', '136', '131']",,"['19.8', '24.8']",[],[],[],[],"['45', '16']",[],['39'],['0.6'],[],[],"['0.29', '0.27']","['251', '307', '260', '231']","['25.4', '22', '22']","['66', '61', '92']",['7.73'],"['38', '32.2']","['11.9', '11.3', '12.8']","['1.39', '1.5', '1.6']",['11.5'],"['2.33', '1.99', '2.3']","['14.2', '12.7']","['3.27', '2']","['9.3', '7']",['1.4'],"['8.1', '8.75', '2.5']","['1.2', '1.4', '0.76']","['9.2', '7.1', '12.2']","['1.13', '1.02']","['5200', '1300']",['0.8'],['7.5'],"['7.5', '7.4', '7']",[],"['107', '5.5', '4.1']","['4.2', '4.12', '3.6']","['1.13', '1.08', '1.14']"
805,806,15271,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15271.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15271,15271.0,153.0,Apollo 15,6,APENNINE FRONT,SCB 3 167,798.3,Soil,<1 mm,81.26,"March, 04 2015 00:00:00",True,,,,"['46.7', '46.62', '46']","['1.47', '1.47', '1.5', '1.5', '1.5']","['16.51', '16.5', '16.6', '16.57', '16.4']","['12.15', '12.2', '11.9', '12.14', '12.8']","['0.16', '0.155', '0.157', '0.157', '0.162']","['10.55', '10.6', '10.7', '10.66', '10.8']","['11.29', '10.5', '10.7', '11.24', '11.7']","['0.43', '0.44', '0.48', '0.41', '0.49']","['0.21', '0.196', '0.22']","['0.21', '0.222']","['0.08', '0.084']",[],"['23.8', '23.5', '24.3']","['2600', '2260', '2230', '2354', '2395']","['41', '39.3', '40', '40.5']",['4'],['20'],[],[],[],[],"['5.6', '5.9']","['144', '135', '145', '137', '130']",,"['23', '24.6']",[],[],[],[],[],[],[],[],[],[],"['0.27', '0.28']","['250', '297', '265', '300']","['24.5', '27.6', '25.8']","['64', '72', '70']",[],"['36', '37', '45']","['11.5', '12.9', '12']","['1.39', '1.47', '1.5']",[],"['2.22', '2.52', '2.6']",['15'],['3.9'],[],['1.4'],"['7.8', '9.1', '8.54']","['1.17', '1.29', '1.2']","['9.4', '10.4', '8.6']","['1.11', '1.26', '1.2']",[],[],[],"['7.1', '8.3']",[],"['2.3', '3.9']","['4.4', '4.3', '4.6', '4.6']","['1.18', '1.4', '1.2']"
806,807,15291,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15291.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15291,15291.0,161.0,Apollo 15,6,APENNINE FRONT,SCB 3 188,169.0,Soil,<1 mm,94.022,"July, 19 2012 00:00:00",True,,,,"['47.21', '47.6', '47.3', '47.4']","['1.44', '1.44', '1.58', '1.65', '1.54']","['16.4', '16.4', '16.3', '17.2', '16.51']","['11.9', '11.75', '12.25', '12.8', '12.5']","['0.17', '0.17', '0.16', '0.156', '0.16']","['10.2', '10.25', '10.14', '10.24', '19.14']","['11.1', '11.47', '11.18', '9.48', '10.88']","['0.47', '0.53', '0.45', '0.45', '0.41']","['0.21', '0.238', '0.133', '0.236']",['0.25'],[],[],"['23.7', '24']","['2190', '1984']","['37.6', '46', '73', '64', '71']","['12', '8', '5', '3']","['22', '34', '34', '30']",['3.7'],[],[],[],"['6', '5', '6.2', '6.2']","['155', '160', '268', '255', '268']",,['18'],[],[],[],[],"['56', '32', '32']",[],[],[],[],[],['0.26'],"['266', '350']","['26', '42']",['67'],[],['41'],['12.1'],['1.44'],[],['2.41'],[],[],[],[],"['8.7', '12']",['1.23'],['9.7'],['1.15'],[],[],[],['6.6'],[],['3.2'],['4.6'],['1.06']
807,808,15301,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15301.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15301,15301.0,167.0,Apollo 15,7,SPUR CRATER,SCB 3 173,810.2,Soil,<1 mm,75.925,"February, 04 2015 00:00:00",True,,,,[],"['1.17', '1.18']","['14.5', '14.7']","['13.9', '13.8']",[],"['12.1', '12.2']","['9.7', '9.7']","['0.38', '0.38']",['0.15'],[],[],[],"['26.4', '26.1', '17']","['2530', '2560', '3000']","['54.7', '49.6', '56']",['4.7'],['31'],"['4.6', '4.4']",['370'],[],[],"['3.2', '4.03']","['110', '110', '115']",,['16.3'],[],[],[],[],[],['59'],['4.4'],[],[],[],"['0.15', '0.2', '0.19']","['182', '172', '227', '188']","['17.3', '17.6', '17.9', '18.3']","['45', '46', '45', '47.2']",[],"['26', '26', '25.8', '29.7']","['8.07', '8.29', '8.25', '8.37']","['1.08', '1.115', '1.16', '1.12']","['9.4', '10.1']","['1.62', '1.59', '1.55']","['10.4', '11.8']",['2.44'],"['6.83', '6.8']",['1.1'],"['5.9', '5.9', '6.4', '6.15']","['0.86', '0.86', '1', '0.908']","['6.6', '6.4', '5.7', '6']","['0.81', '0.81']",[],[],[],"['4.6', '5.6', '6.6']",[],"['2.1', '2.9', '2']","['2.9', '3.2', '3.33']","['0.82', '0.6', '0.93', '0.88']"
808,809,15311,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15311.pdf,6,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15311,15311.0,174.0,Apollo 15,7,SPUR CRATER,SCB 3 172,295.0,Soil,<1 mm,95.20299999999999,"June, 18 2014 00:00:00",True,,,,[],['1.42'],['16.9'],['12.7'],['0.17'],['11.9'],['10.4'],['0.43'],[],[],[],[],['24.5'],['2370'],['45.9'],[],[],[],[],[],[],[],['110'],,[],[],[],[],[],[],[],[],[],[],[],['0.19'],['190'],['17.1'],['45'],[],['28'],['8.16'],['1.15'],[],['1.6'],[],[],[],[],['6'],['0.81'],['6.9'],['0.8'],[],[],[],['4.8'],[],['4.5'],['2.8'],['0.86']
809,810,15401,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15401.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15401,15401.0,254.0,Apollo 15,6A,,SCB 6 168,86.4,Soil,<1 mm,76.813,"January, 05 2015 00:00:00",True,,,,[],['1.08'],['12.1'],['16.3'],['0.22'],['14.8'],['8.3'],['0.35'],['0.172'],[],[],[],"['29.8', '14']","['3070', '2300']","['58.5', '46', '59']",['10.5'],"['65', '52']",['4.4'],"['248', '192']",[],"['231', '162']","['4.4', '2.9', '4.5']",['100'],,['17.1'],[],[],[],[],"['61', '59']","['102', '79']",['50'],[],"['0.96', '0.74']","['16', '18']","['0.16', '0.19', '0.175', '0.195']","['227', '233']","['18.2', '18.9']","['49', '46']",[],"['28', '27.5']","['8.68', '8.5']","['0.923', '0.86']",['9.5'],"['1.75', '1.59']",['10.1'],['2.5'],['6.6'],['1'],"['6.5', '6.2']","['0.88', '0.95']","['6.9', '5']",['0.93'],[],"['0.19', '0.21']",[],"['3', '2.3', '1.94']",[],"['25', '0.99', '1.06']","['3.4', '1.11', '2.93']","['0.9', '0.31', '0.74', '0.91', '0.92']"
810,811,15410,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15410.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15410,15410.0,,Apollo 15,7,SPUR CRATER,SCB 3 194,56.2,Soil,Unsieved,100.0,"August, 15 2007 00:00:00",False,,,"Fines, Unsieved",['46.22'],"['1.09', '1.09', '1.2']","['15.1', '15.08', '15.5']","['13.7', '13.36', '13.1']","['0.16', '0.176', '0.17']","['11.7', '11.74', '12']","['11.1', '10.91', '11']","['0.4', '0.36', '0.41']","['0.159', '0.16']",['0.167'],['0.077'],[],"['26.4', '23']","['2610', '2531', '2271']","['49.6', '43']",[],[],[],[],[],[],['4.3'],"['105', '111']",,['17.4'],[],[],[],[],[],[],[],[],[],[],['0.17'],"['189', '200', '180']","['17.4', '18']","['46', '51']",[],['25'],"['8.28', '8.4']","['1.09', '1']",[],"['1.68', '1.5']",[],[],[],[],"['6', '5.9']","['0.84', '0.9']","['6.7', '6.4']","['0.84', '0.75']",[],[],[],['3.7'],[],['2.7'],"['2.7', '3']","['0.77', '0.9']"
811,812,15420,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15420.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,813,15431,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15431.pdf,8,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15431,15431.0,,Apollo 15,7,SPUR CRATER,SCB 5 170,475.7,Soil,<1 mm,97.064,"November, 26 2014 00:00:00",True,,,"Fines, < 1mm","['47.07', '46.53']","['1.33', '1.32', '1.32']","['16.3', '16.39', '16.3']","['11.94', '11.8', '12.1']","['0.18', '0.17', '0.17']","['10.39', '11.39', '10.9']","['11.25', '11.2', '10']","['0.5', '0.49', '0.45']","['0.28', '0.23', '0.224']","['0.27', '0.21']",[],[],"['25', '24', '23.8']","['2052', '2052', '2240']","['42', '42', '35.4', '37.8']","['11', '14']","['18', '16', '25']","['4.6', '5.4']",['271'],[],[],"['4.5', '5.7', '5.2']","['125', '121', '140']",,"['28', '34']",[],[],[],[],['12'],['49'],['5.6'],[],['1.1'],['11'],"['0.245', '0.26']","['338', '429', '244']","['32', '35', '22.7']",['59'],[],['33'],['10.5'],['1.3'],[],['2.15'],[],[],[],[],"['11', '13', '7.8']",['1.14'],['8.9'],['1.03'],[],['0.58'],[],"['4.5', '2']",[],"['1.63', '2']","['4.86', '3.9']","['1.12', '0.97']"
813,814,15471,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15471.pdf,5,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15471,15471.0,,Apollo 15,4,DUNE CRATER,SCB 5 203,153.0,Soil,<1 mm,68.839,"December, 03 2014 00:00:00",True,,,"Fines, < 1mm","['46.1', '46.26']","['1.58', '1.2', '1.55']","['12.91', '13.4', '13.22']","['16.24', '16.6', '15.96']","['0.21', '0.2', '0.204']","['11.11', '11.6', '11.19']","['10.42', '8.9', '10.46']","['0.32', '0.41', '0.35']","['0.12', '0.11']","['0.12', '0.136']",['0.07'],[],"['32.6', '30.2']","['3216', '3310', '5200', '3229']","['50.5', '45.5', '46', '45']",['5'],"['19', '12', '11']",['4.8'],[],[],[],"['3', '3.2', '4.2']","['124', '115', '115']",,"['15', '14']",[],[],[],[],['62'],['36'],[],[],[],['8.7'],['0.1'],"['153', '165']","['13.4', '13.9']","['36', '34.4']",[],"['21', '26']","['6.63', '7.12']","['1.055', '1.05']",['8.7'],"['1.37', '1.53']",['10'],['2.1'],['5.4'],[],"['4.74', '5.07']","['0.71', '0.71']","['5.4', '12']",['0.69'],[],[],[],"['3.3', '5.9']",[],['1.8'],"['3', '2']",['0.61']
814,815,15501,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15501.pdf,7,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15501,15501.0,,Apollo 15,9,SCARP CRATER,SCB 7 255,103.0,Soil,<1 mm,74.01899999999999,"December, 03 2014 00:00:00",True,,,"Fines, < 1mm",['46.21'],"['1.81', '1.6']","['12.2', '12.7']","['16.72', '16.5']","['0.22', '0.207']",['10.8'],"['10.25', '10']","['0.37', '0.377']","['0.16', '0.17', '0.15']",['0.17'],['0.07'],[],['31'],"['3353', '2942']",['43.6'],[],['14'],[],['317'],[],[],"['4.7', '4.18']",['122'],,[],[],[],[],[],['30.7'],['36'],['7.4'],[],['1.51'],['6.2'],['0.175'],['120'],['20'],['53'],[],[],['9.7'],['0.77'],[],['1.8'],[],[],[],[],['6.2'],['1.1'],['7.1'],['0.83'],[],['0.64'],[],['6.3'],[],['2.09'],"['3.1', '3.4', '4.15']","['1', '1.03']"
815,816,15507,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15507.pdf,1,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15507,15507.0,293.0,Apollo 15,9,SCARP CRATER,SCB 7 255,3.9,Breccia,Glass,100.0,"August, 15 2007 00:00:00",False,,,"Glass, vesicular ellipsoid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,817,15511,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15511.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15511,15511.0,,Apollo 15,9,SCARP CRATER,SCB 7 273,193.1,Soil,<1 mm,96.7,"March, 30 2012 00:00:00",False,,,"Fines, < 1mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,818,15531,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15531.pdf,0,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15531,15531.0,300.0,Apollo 15,9A,HADLEY RILLE,SCB 7 275,136.0,Soil,<1 mm,83.75399999999999,"December, 03 2014 00:00:00",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,819,15601,https://www.lpi.usra.edu/lunar/samples/atlas/compendium/15601.pdf,9,https://curator.jsc.nasa.gov/rest/lunarapi/samples/sampledetails/15601,15601.0,325.0,Apollo 15,9A,HADLEY RILLE,SCB 7 283,802.0,Soil,<1 mm,82.06299999999999,"March, 04 2015 00:00:00",True,,,,"['45.05', '46.6', '46.64']","['1.98', '1.5', '1.57', '1.5', '2']","['10.2', '10.7', '10.77', '10.71', '11']","['19.79', '19.9', '19.3', '19.68', '18.8']","['0.26', '0.24', '0.243', '0.25']","['10.89', '11.2', '11.27', '11.22', '11.4']","['9.87', '8.6', '9.37', '9.37', '9.5']","['0.29', '0.3', '0.3', '0.33', '0.32']","['0.1', '0.1', '0.105', '0.2']",['0.11'],['0.06'],[],"['39.7', '36.3', '36.3', '35.1']","['3831', '3680', '3540', '3540', '3510']","['53.2', '51', '51', '48.9']","['8.2', '6.4']","['1.33', '9.8']","['3.4', '3.1']",['200'],['15.3'],[],"['3.1', '5.3']","['109', '90', '104', '120']",,['13'],[],[],[],[],[],[],[],[],[],[],"['0.13', '0.27', '0.3']","['105', '120', '135']","['10.8', '12.9', '13.1', '11.3']","['29', '35', '29']","['4.6', '3']",['16'],"['5.74', '4.6', '6.4', '6.32']","['0.953', '1.03', '1.03', '1']",['9.4'],"['1.27', '1.6', '1.6', '1.3']","['8.6', '9.1', '9.7']","['1.4', '1.6', '1.8']","['6.1', '5.7']",[],"['4.11', '5.05', '4.71', '5.2']","['0.614', '0.72', '0.77', '0.9']","['4.6', '5.5', '4.4', '4.86']","['0.63', '0.68', '0.46', '0.6']",['66'],[],[],[],[],[],"['1.31', '1.72']","['0.43', '0.46']"
